#ligne,Grafie initiale,Lème,Catégorie,Raison,Grafie modifiée
14356,uræus,uræus,n.m.,3,uréus
14357,uranyle,uranyle,n.m.,3,uranile
14358,urétéraux,urétéral,adj.m.pl.,2,urétéraus
14359,uréthane,uréthane,n.m.,3,urétane
14360,urétraux,urétral,adj.m.pl.,2,urétraus
14361,urinaux,urinal,n.m.pl.,2,urinaus
14362,urineux,urineux,adj.m.sg.pl.,2,urineus
14363,urogénitaux,urogénital,adj.m.pl.,2,urogénitaus
14364,urographie,urographie,n.f.,3,urografie
14365,uropyges,uropyges,n.m.pl.,3,uropiges
14366,uropygial,uropygial,adj.,3,uropigial
14366,uropygiale,uropygial,adj.,3,uropigiale
14366,uropygiaux,uropygial,adj.,2 3,uropigiaus
14367,uropygien,uropygien,adj.,3,uropigien
14367,uropygienne,uropygien,adj.,1 3,uropigiène
14368,usuelle,usuel,adj.f.,1,usuèle
14369,usuellement,usuellement,adv.,1,usuèlement
14370,utriculeux,utriculeux,adj.m.sg.pl.,2,utriculeus
14371,uvaux,uval,adj.m.pl.,2,uvaus
14372,uxorilocaux,uxorilocal,adj.m.pl.,2,uxorilocaus
14373,vaccaire,vaccaire,n.f.,1,vacaire
14374,vaccinaux,vaccinal,adj.m.pl.,2,vaccinaus
14375,vaccinelle,vaccinelle,n.f.,1,vaccinèle
14376,vaccinostyle,vaccinostyle,n.m.,3,vaccinostile
14377,vaccinothérapie,vaccinothérapie,n.f.,3,vaccinotérapie
14378,vachette,vachette,n.f.,1,vachète
14379,vacillant,vacillant,adj.,1,vacilant
14379,vacillante,vacillant,adj.,1,vacilante
14380,vacillation,vacillation,n.f.,1,vacilation
14381,vacillement,vacillement,n.m.,1,vacilement
14382,vaciller,vaciller,v.intr.,1,vacile
14383,vagaux,vagal,adj.m.pl.,2,vagaus
14384,vaginaux,vaginal,adj.m.pl.,2,vaginaus
14385,vagolytique,vagolytique,adj.,3,vagolitique
14386,vaguelette,vaguelette,n.f.,1,vaguelète
14387,vaillamment,vaillamment,adv.,1,vaillament
14388,vaisseaux,vaisseau,n.m.pl.,2,vaisseaus
14389,vaisselle,vaisselle,n.f.,1,vaissèle
14390,vaux,val,n.m.pl.,2,vaus
14391,valérianelle,valérianelle,n.f.,1,valérianèle
14392,valeureux,valeureux,adj.m.sg.pl.,2,valeureus
14393,vallée,vallée,n.f.,1,valée
14394,valleuse,valleuse,n.f.,1,valeuse
14395,vallisnérie,vallisnérie,n.f.,1,valisnérie
14396,vallon,vallon,n.m.,1,valon
14397,vallonné,vallonné,adj.,1,valoné
14397,vallonnée,vallonné,adj.,1,valonée
14398,vallonnement,vallonnement,n.m.,1,valonement
14399,vaux,valoir,v.,2,vaus
14400,vanelle,vanelle,n.f.,1,vanèle
14401,vanilline,vanilline,n.f.,1,vaniline
14402,vanilliné,vanilliné,adj.,1,vaniliné
14402,vanillinée,vanilliné,adj.,1,vanilinée
14403,vanillisme,vanillisme,n.m.,1,vanilisme
14404,vaniteux,vaniteux,adj.m.sg.pl.,2,vaniteus
14405,vannage,vannage,n.m.,1,vanage
14406,vanne,vanne,n.f.,1,vane
14407,vanneau,vanneau,n.m.,1,vaneau
14407,vanneaux,vanneau,n.m.,1 2,vaneaus
14408,vannelle,vannelle,n.f.,1,vanèle
14409,vanner,vanner,v.tr.,1,vaner
14410,vannerie,vannerie,n.f.,1,vanerie
14411,vannet,vannet,n.m.,1,vanet
14412,vanneur,vanneur,n.,1,vaneur
14412,vanneuse,vanneur,n.,1,vaneuse
14413,vannier,vannier,n.m.,1,vanier
14414,vannure,vannure,n.f.,1,vanure
14415,vantaux,vantail,n.m.pl.,2,vantaus
14416,vaporeux,vaporeux,adj.m.sg.pl.,2,vaporeus
14417,varappe,varappe,n.f.,1,varape
14418,varapper,varapper,v.intr.,1,varaper
14419,varappeur,varappeur,n.,1,varapeur
14419,varappeuse,varappeur,n.,1,varapeuse
14420,varech,varech,n.m.,3’,varec
14421,varicelle,varicelle,n.f.,1,varicèle
14422,variétaux,variétal,adj.m.pl.,2,variétaus
14423,variqueux,variqueux,adj.m.sg.pl.,2,variqueus
14424,varron,varron,n.m.,* 1,varon
14425,vaseux,vaseux,adj.m.sg.pl.,2,vaseus
14426,vassaux,vassal,n.m.pl.,2,vassaus
14427,vaux,vau,n.m.pl.,2,vaus
14428,vauclusienne,vauclusien,adj.f.,1,vauclusiène
14429,vaudeville,vaudeville,n.m.,1,vaudevile
14430,vaudevillesque,vaudevillesque,adj.,1,vaudevilesque
14431,vaudevilliste,vaudevilliste,n.,1,vaudeviliste
14432,vaurienne,vaurien,n.f.,1,vauriène
14433,veaux,veau,n.m.pl.,2,veaus
14434,vectorielle,vectoriel,adj.f.,1,vectorièle
14435,vedettariat,vedettariat,n.m.,1,vedétariat
14436,vedette,vedette,n.f.,1,vedète
14437,vedettisation,vedettisation,n.f.,1,vedétisation
14438,végétaux,végétal,n.m.pl.,2,végétaus
14438,végétaux,végétal,adj.m.pl.,2,végétaus
14439,végétalienne,végétalien,adj.f.,1,végétaliène
14439,végétalienne,végétalien,n.f.,1,végétaliène
14440,végétarienne,végétarien,adj.f.,1,végétariène
14440,végétarienne,végétarien,n.f.,1,végétariène
14441,véhémence,véhémence,n.f.,3’,véémence
14442,véhément,véhément,adj.,3’,véément
14442,véhémente,véhément,adj.,3’,véémente
14443,véhémentement,véhémentement,adv.,3’,véémentement
14444,véhiculaire,véhiculaire,adj.,3’,véiculaire
14445,véhicule,véhicule,n.m.,3’,véicule
14446,véhiculer,véhiculer,v.tr.,3’,véiculer
14447,veinette,veinette,n.f.,1,veinète
14448,veineux,veineux,adj.m.sg.pl.,2,veineus
14449,velléitaire,velléitaire,adj.,1,véléitaire
14449,velléitaire,velléitaire,n.,1,véléitaire
14450,velléité,velléité,n.f.,1,véléité
14451,velouteux,velouteux,adj.m.sg.pl.,2,velouteus
14452,vénaux,vénal,adj.m.pl.,2,vénaus
14453,vendangette,vendangette,n.f.,1,vendangète
14454,vendéenne,vendéen,adj.f.,1,vendéène
14454,vendéenne,vendéen,n.f.,1,vendéène
14455,vendetta,vendetta,n.f.,1,vendéta
14456,venelle,venelle,n.f.,1,venèle
14457,vénéneux,vénéneux,adj.m.sg.pl.,2,vénéneus
14458,vénérienne,vénérien,adj.f.,1,vénériène
14458,vénérienne,vénérien,n.f.,1,vénériène
14459,venette,venette,n.f.,1,venète
14460,vénielle,véniel,adj.f.,1,vénièle
14461,venimeux,venimeux,adj.m.sg.pl.,2,venimeus
14462,vienne,venir,v.intr.,1,viène
14463,vénitienne,vénitien,adj.f.,1,vénitiène
14463,vénitienne,vénitien,n.f.,1,vénitiène
14464,ventaux,ventail,n.m.pl.,2,ventaus
14465,venteux,venteux,adj.m.sg.pl.,2,venteus
14466,ventraux,ventral,adj.m.pl.,2,ventraus
14467,vénusienne,vénusien,adj.f.,1,vénusiène
14468,verbaux,verbal,adj.m.pl.,2,verbaus
14469,verbeux,verbeux,adj.m.sg.pl.,2,verbeus
14470,verdelette,verdelet,adj.f.,1,verdelète
14471,véreux,véreux,adj.m.sg.pl.,2,véreus
14472,vergerette,vergerette,n.f.,1,vergerète
14473,vergette,vergette,n.f.,1,vergète
14474,vermicelle,vermicelle,n.m.,1,vermicèle
14475,vermillonner,vermillonner,v.intr.,1,vermilloner
14476,vermillonner,vermillonner,v.tr.,1,vermilloner
14477,vermineux,vermineux,adj.m.sg.pl.,2,vermineus
14478,vermisseaux,vermisseau,n.m.pl.,2,vermisseaus
14479,vermouth,vermouth,n.m.,3’,vermout
14480,vernaux,vernal,adj.m.pl.,2,vernaus
14481,verranne,verranne,n.f.,1,vérane
14482,verrat,verrat,n.m.,1,vérat
14483,verre,verre,n.m.,1,vère
14484,verré,verré,adj.,1,véré
14484,verrée,verré,adj.,1,vérée
14485,verrée,verrée,n.f.,1,vérée
14486,verrerie,verrerie,n.f.,1,vèrerie
14487,verrier,verrier,n.m.,1,vérier
14488,verrière,verrière,n.f.,1,vérière
14489,verrine,verrine,n.f.,1,vérine
14490,verroterie,verroterie,n.f.,1,véroterie
14491,verrou,verrou,n.m.,1,vérou
14491,verrous,verrou,n.m.,1,vérous
14492,verrouillage,verrouillage,n.m.,1,vérouillage
14493,verrouiller,verrouiller,v.tr.,1,vérouiller
14494,verrucaire,verrucaire,n.f.,1,vérucaire
14495,verrucosité,verrucosité,n.f.,1,vérucosité
14496,verrue,verrue,n.f.,1,vérue
14497,verruqueux,verruqueux,adj.,1 2,véruqueus
14497,verruqueuse,verruqueux,adj.,1,véruqueuse
14498,verseaux,verseau,n.m.pl.,2,verseaus
14499,vertébraux,vertébral,adj.m.pl.,2,vertébraus
14500,verticaux,vertical,adj.m.pl.,2,verticaus
14500,verticaux,vertical,n.m.pl.,2,verticaus
14501,verticille,verticille,n.m.,1,verticile
14502,verticillé,verticillé,adj.,1,verticilé
14502,verticillée,verticillé,adj.,1,verticilée
14503,vertigineux,vertigineux,adj.m.sg.pl.,2,vertigineus
14504,vertueux,vertueux,adj.m.sg.pl.,2,vertueus
14505,vervelle,vervelle,n.f.,1,vervèle
14506,verveux,verveux,n.m.sg.pl.,2,verveus
14507,verveux,verveux,adj.m.sg.pl.,2,verveus
14508,vésicaux,vésical,adj.m.pl.,2,vésicaus
14509,vésiculeux,vésiculeux,adj.m.sg.pl.,2,vésiculeus
14510,vespasienne,vespasien,n.f.,1,vespasiène
14511,vespéraux,vespéral,n.m.pl.,2,vespéraus
14511,vespéraux,vespéral,adj.m.pl.,2,vespéraus
14512,vestigiaux,vestigial,adj.m.pl.,2,vestigiaus
14513,vétilleux,vétilleux,adj.m.sg.pl.,2,vétilleus
14514,vexillaire,vexillaire,n.m.,1,vexilaire
14515,vexille,vexille,n.m.,1,vexile
14516,vexillologie,vexillologie,n.f.,1,vexilologie
14517,vexillologue,vexillologue,n.,1,vexilologue
14518,via ferrata,via ferrata,n.f.,1,via férata
14519,vibraphone,vibraphone,n.m.,3,vibrafone
14520,vibraphoniste,vibraphoniste,n.,3,vibrafoniste
14521,vibrionner,vibrionner,v.intr.,1,vibrioner
14522,vicariaux,vicarial,adj.m.pl.,2,vicariaus
14523,vicennal,vicennal,adj.,1,vicénal
14523,vicennale,vicennal,adj.,1,vicénale
14523,vicennaux,vicennal,adj.,1 2,vicénaus
14524,vicésimaux,vicésimal,adj.m.pl.,2,vicésimaus
14525,vicieux,vicieux,adj.m.sg.pl.,2,vicieus
14526,vicinaux,vicinal,adj.m.pl.,2,vicinaus
14527,vicomtaux,vicomtal,adj.m.pl.,2,vicomtaus
14528,victorienne,victorien,adj.f.,1,victoriène
14529,victorieux,victorieux,adj.m.sg.pl.,2,victorieus
14530,videlle,videlle,n.f.,1,vidèle
14531,vidéocassette,vidéocassette,n.f.,1,vidéocassète
14532,vidéocommunication,vidéocommunication,n.f.,1,vidéocomunication
14533,vidéogramme,vidéogramme,n.m.,1,vidéograme
14534,vidéographie,vidéographie,n.f.,3,vidéografie
14535,vidéophone,vidéophone,n.m.,3,vidéofone
14536,vidéophonie,vidéophonie,n.f.,3,vidéofonie
14537,vidéothèque,vidéothèque,n.f.,3,vidéotèque
14538,vieillotte,vieillot,adj.f.,1,vieillote
14539,vielle,vielle,n.f.,1,vièle
14540,vieller,vieller,v.intr.,1,viéler
14541,vielleur,vielleur,n.,1,viéleur
14541,vielleuse,vielleur,n.,1,viéleuse
14542,vielleux,vielleux,n.,1 2,viéleus
14542,vielleuse,vielleux,n.,1,viéleuse
14543,viennois,viennois,adj.,1,viénois
14543,viennoise,viennois,adj.,1,viénoise
14543,viennois,viennois,n.,1,viénois
14543,viennoise,viennois,n.,1,viénoise
14544,viennoiserie,viennoiserie,n.f.,1,viénoiserie
14545,vietnamienne,vietnamien,adj.f.,1,vietnamiène
14545,vietnamienne,vietnamien,n.f.,1,vietnamiène
14546,vieux,vieil,adj.m.sg.pl.,2,vieus
14547,vigilamment,vigilamment,adv.,1,vigilament
14548,vigneaux,vigneau,n.m.pl.,2,vigneaus
14549,vignettage,vignettage,n.m.,1,vignétage
14550,vignette,vignette,n.f.,1,vignète
14551,vignettiste,vignettiste,n.,1,vignétiste
14552,vigoureux,vigoureux,adj.m.sg.pl.,2,vigoureus
14553,villa,villa,n.f.,1,vila
14554,villafranchien,villafranchien,adj.,1,vilafranchien
14554,villafranchienne,villafranchien,adj.,1,vilafranchiène
14554,villafranchien,villafranchien,n.m.,1,vilafranchien
14555,village,village,n.m.,1,vilage
14556,villageois,villageois,adj.,1,vilageois
14556,villageoise,villageois,adj.,1,vilageoise
14556,villageois,villageois,n.,1,vilageois
14556,villageoise,villageois,n.,1,vilageoise
14557,villagisation,villagisation,n.f.,1,vilagisation
14558,villanelle,villanelle,n.f.,1,vilanèle
14559,ville,ville,n.f.,1,vile
14560,villégiateur,villégiateur,n.m.,1,vilégiateur
14561,villégiature,villégiature,n.f.,1,vilégiature
14562,villégiaturer,villégiaturer,v.intr.,1,vilégiaturer
14563,villeux,villeux,adj.,1 2,vileus
14563,villeuse,villeux,adj.,1,vileuse
14564,villosité,villosité,n.f.,1,vilosité
14565,vinaigrette,vinaigrette,n.f.,1,vinaigrète
14566,vineux,vineux,adj.m.sg.pl.,2,vineus
14567,vinyle,vinyle,n.m.,3,vinile
14568,vinylique,vinylique,adj.,3,vinilique
14569,violette,violet,adj.f.,1,violète
14569,violette,violet,n.f.,1,violète
14570,violette,violette,n.f.,1,violète
14571,violoncelle,violoncelle,n.m.,1,violoncèle
14572,violoncelliste,violoncelliste,n.,1,violoncéliste
14573,violoneux,violoneux,n.m.sg.pl.,2,violoneus
14574,vipereaux,vipereau,n.m.pl.,2,vipereaus
14575,viraux,viral,adj.m.pl.,2,viraus
14576,vireux,vireux,adj.m.sg.pl.,2,vireus
14577,virginaux,virginal,adj.m.pl.,2,virginaus
14578,virilocaux,virilocal,adj.m.pl.,2,virilocaus
14579,virophage,virophage,n.m.,3,virofage
14580,virtuelle,virtuel,adj.f.,1,virtuèle
14581,virtuellement,virtuellement,adv.,1,virtuèlement
14582,viscéraux,viscéral,adj.m.pl.,2,viscéraus
14583,visionnage,visionnage,n.m.,1,visionage
14584,visionnaire,visionnaire,n.,1,visionaire
14584,visionnaire,visionnaire,adj.,1,visionaire
14585,visionner,visionner,v.tr.,1,visioner
14586,visionneuse,visionneuse,n.f.,1,visioneuse
14587,visiophone,visiophone,n.m.,3,visiofone
14588,visiophonie,visiophonie,n.f.,3,visiofonie
14589,visonnière,visonnière,n.f.,1,visonière
14590,visqueux,visqueux,adj.m.sg.pl.,2,visqueus
14591,visuelle,visuel,adj.f.,1,visuèle
14592,visuellement,visuellement,adv.,1,visuèlement
14593,vitaux,vital,adj.m.pl.,2,vitaus
14594,vitellin,vitellin,adj.,1,vitélin
14594,vitelline,vitellin,adj.,1,vitéline
14594,vitellin,vitellin,n.m.,1,vitélin
14595,vitellus,vitellus,n.m.,1,vitélus
14596,vitelotte,vitelotte,n.f.,1,vitelote
14597,vitraux,vitral,n.m.pl.,2,vitraus
14598,vitraux,vitrail,n.m.pl.,2,vitraus
14599,vitreux,vitreux,adj.m.sg.pl.,2,vitreus
14600,vocaux,vocal,adj.m.pl.,2,vocaus
14601,vocationnel,vocationnel,adj.,1,vocationel
14601,vocationnelle,vocationnel,adj.,1,vocationèle
14602,vœu,vœu,n.m.,3’,veu
14602,vœux,vœu,n.m.pl.,2 3’,veus
14603,voilette,voilette,n.f.,1,voilète
14604,verrons,voir,v.tr.,1,vérons
14605,voiturette,voiturette,n.f.,1,voiturète
14606,voix,voix,n.f.sg.pl.,2,vois
14607,volette,voleter,v.intr.,1,volète
14608,volette,volette,n.f.,1,volète
14609,volettement,volettement,n.m.,1,volètement
14610,volley,volley,n.m.,1,voley
14611,volleyball,volleyball,n.m.,1,voleyball
14612,volleyer,volleyer,v.intr.,1,voleyer
14613,volleyeur,volleyeur,n.,1,voleyeur
14613,volleyeuse,volleyeur,n.,1,voleyeuse
14614,voltairienne,voltairien,adj.f.,1,voltairiène
14614,voltairienne,voltairien,n.f.,1,voltairiène
14615,volucelle,volucelle,n.f.,1,volucèle
14616,volumineux,volumineux,adj.m.sg.pl.,2,volumineus
14617,voluptueux,voluptueux,adj.m.sg.pl.,2,voluptueus
14618,vomérienne,vomérien,adj.f.,1,vomériène
14619,vorticelle,vorticelle,n.f.,1,vorticèle
14620,veux,vouloir,v.tr.,2,veus
14621,vousseaux,vousseau,n.m.pl.,2,vousseaus
14622,voyelle,voyelle,n.f.,1,voyèle
14623,vrillette,vrillette,n.f.,1,vrillète
14624,vulcanienne,vulcanien,adj.f.,1,vulcaniène
14625,vultueux,vultueux,adj.m.sg.pl.,2,vultueus
14626,wagnérienne,wagnérien,adj.f.,1,wagnériène
14627,wagonnet,wagonnet,n.m.,1,wagonet
14628,wagonnier,wagonnier,n.m.,1,wagonier
14629,wah-wah,wah-wah,adj.f.inv.,3’,wa-wa
14629,wah-wah,wah-wah,n.f.inv.,3’,wa-wa
14630,wallaby,wallaby,n.m.,1,walaby
14631,wallonne,wallon,adj.f.,1,walone
14631,wallonne,wallon,n.f.,1,walone
14632,warrant,warrant,n.m.,1,warant
14633,warrantage,warrantage,n.m.,1,warantage
14634,warranter,warranter,v.tr.,1,waranter
14635,wellingtonia,wellingtonia,n.m.,1,wélingtonia
14636,wharf,wharf,n.m.,3’,warf
14637,whig,whig,n.,3’,wig
14638,whip,whip,n.,3’,wip
14639,whipcord,whipcord,n.m.,3’,wipcord
14640,whiskey,whiskey,n.m.,3’,wiskey
14641,whisky,whisky,n.m.,3’,wisky
14642,whist,whist,n.m.,3’,wist
14643,williams,williams,n.f.,1,wiliams
14644,würmienne,würmien,adj.f.,1,würmiène
14645,wyandotte,wyandotte,n.f.,1 3,wiandote
14645,wyandotte,wyandotte,adj.f.,1 3,wiandote
14646,xanthie,xanthie,n.f.,3,xantie
14647,xanthine,xanthine,n.f.,3,xantine
14648,xanthome,xanthome,n.m.,3,xantome
14649,xanthophylle,xanthophylle,n.f.,1 3,xantofile
14650,xénarthres,xénarthres,n.m.pl.,3,xénartres
14651,xénogreffe,xénogreffe,n.f.,1,xénogrèfe
14652,xénophile,xénophile,adj.,3,xénofile
14652,xénophile,xénophile,n.,3,xénofile
14653,xénophilie,xénophilie,n.f.,3,xénofilie
14654,xénophobe,xénophobe,adj.,3,xénofobe
14654,xénophobe,xénophobe,n.,3,xénofobe
14655,xénophobie,xénophobie,n.f.,3,xénofobie
14656,xéranthème,xéranthème,n.m.,3,xérantème
14657,xérographie,xérographie,n.f.,3,xérografie
14658,xérographique,xérographique,adj.,3,xérografique
14659,xérophile,xérophile,adj.,3,xérofile
14660,xérophtalmie,xérophtalmie,n.f.,3,xéroftalmie
14661,xérophyte,xérophyte,n.f.,3,xérofite
14662,xipho,xipho,n.m.,3,xifo
14663,xiphoïde,xiphoïde,adj.,3,xifoïde
14664,xiphoïdien,xiphoïdien,adj.,3,xifoïdien
14664,xiphoïdienne,xiphoïdien,adj.,1 3,xifoïdiène
14665,xiphophore,xiphophore,n.m.,3,xifofore
14666,xylème,xylème,n.m.,3,xilème
14667,xylène,xylène,n.m.,3,xilène
14668,xylidine,xylidine,n.f.,3,xilidine
14669,xylocope,xylocope,n.m.,3,xilocope
14670,xylographe,xylographe,n.,3,xilografe
14671,xylographie,xylographie,n.f.,3,xilografie
14672,xylographique,xylographique,adj.,3,xilografique
14673,xylophage,xylophage,adj.,3,xilofage
14674,xylophone,xylophone,n.m.,3,xilofone
14675,xylophoniste,xylophoniste,n.,3,xilofoniste
14676,xylose,xylose,n.m.,3,xilose
14677,xyste,xyste,n.m.,3,xiste
14678,yawl,yawl,n.m.,3’,iawl
14679,yeuse,yeuse,n.f.,3’,ieuse
14680,yiddish,yiddish,n.m.inv.,1,yidish
14681,yoyotter,yoyotter,v.intr.,* 1,yoyoter
14682,yponomeute,yponomeute,n.m.,3,iponomeute
14683,ypréaux,ypréau,n.m.pl.,2,ypréaus
14684,ysopet,ysopet,n.m.,* 3’,isopet
14685,ytterbine,ytterbine,n.f.,1,yterbine
14686,ytterbium,ytterbium,n.m.,1,yterbium
14687,yttria,yttria,n.m.,1,ytria
14688,yttrialite,yttrialite,n.f.,1,ytrialite
14689,yttrifère,yttrifère,adj.,1,ytrifère
14690,yttrique,yttrique,adj.,1,ytrique
14691,yttrium,yttrium,n.m.,1,ytrium
14692,yucca,yucca,n.m.,1,yuca
14693,zapper,zapper,v.intr.,1,zaper
14694,zappette,zappette,n.f.,1,zapète
14695,zappeur,zappeur,n.,1,zapeur
14695,zappeuse,zappeur,n.,1,zapeuse
14696,zapping,zapping,n.m.,1,zaping
14697,zellige,zellige,n.m.,1,zélige
14698,zénith,zénith,n.m.,3’,zénit
14699,zénithal,zénithal,adj.,3’,zénital
14699,zénithale,zénithal,adj.,3’,zénitale
14699,zénithaux,zénithal,adj.,2 3’,zénitaus
14700,zéolithe,zéolithe,n.f.,* 3,zéolite
14701,zéphyr,zéphyr,n.m.,3,zéfir
14702,zeppelin,zeppelin,n.m.,1,zépelin
14703,ziggourat,ziggourat,n.f.,1,zigourat
14704,zigonner,zigonner,v.intr.,1,zigoner
14705,zigounette,zigounette,n.f.,1,zigounète
14706,zincographie,zincographie,n.f.,3,zincografie
14707,zinjanthrope,zinjanthrope,n.m.,3,zinjantrope
14708,zinnia,zinnia,n.m.,1,zinia
14709,zipper,zipper,v.tr.,1,ziper
14710,zodiacaux,zodiacal,adj.m.pl.,2,zodiacaus
14711,zonaux,zonal,adj.m.pl.,2,zonaus
14712,zoogéographie,zoogéographie,n.f.,3,zoogéografie
14713,zoomorphe,zoomorphe,adj.,3,zoomorfe
14714,zoomorphisme,zoomorphisme,n.m.,3,zoomorfisme
14715,zoopathie,zoopathie,n.f.,3,zoopatie
14716,zoophile,zoophile,adj.,3,zoofile
14717,zoophobie,zoophobie,n.f.,3,zoofobie
14718,zoophyte,zoophyte,n.m.,3,zoofite
14719,zootechnicien,zootechnicien,n.,3,zootecnicien
14719,zootechnicienne,zootechnicien,n.,1 3,zootecniciène
14720,zootechnie,zootechnie,n.f.,3,zootecnie
14721,zootechnique,zootechnique,adj.,3,zootecnique
14722,zorille,zorille,n.f.,1,zorile
14723,zoroastrienne,zoroastrien,adj.f.,1,zoroastriène
14723,zoroastrienne,zoroastrien,n.f.,1,zoroastriène
14724,zostérienne,zostérien,adj.f.,1,zostériène
14725,zyeuter,zyeuter,v.tr.,* 3’,zieuter
14726,zygène,zygène,n.f.,3,zigène
14727,zygoma,zygoma,n.m.,3,zigoma
14728,zygomatique,zygomatique,adj.,3,zigomatique
14729,zygomorphe,zygomorphe,adj.,3,zigomorfe
14730,zygomycètes,zygomycètes,n.m.pl.,3,zigomicètes
14731,zygopétale,zygopétale,n.m.,3,zigopétale
14732,zygospore,zygospore,n.f.,3,zigospore
14733,zygote,zygote,n.m.,3,zigote
14734,zyklon,zyklon,n.m.,3’,ziklon
14735,zymase,zymase,n.f.,3,zimase
14736,zymotique,zymotique,adj.,3,zimotique
14737,zython,zython,n.m.,3,ziton
14738,zythum,zythum,n.m.,3,zitum
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
